2026-01-01 10:45:39,647 INFO    MainThread:17696 [wandb_setup.py:_flush():80] Current SDK version is 0.23.1
2026-01-01 10:45:39,648 INFO    MainThread:17696 [wandb_setup.py:_flush():80] Configure stats pid to 17696
2026-01-01 10:45:39,648 INFO    MainThread:17696 [wandb_setup.py:_flush():80] Loading settings from C:\Users\HP\.config\wandb\settings
2026-01-01 10:45:39,648 INFO    MainThread:17696 [wandb_setup.py:_flush():80] Loading settings from C:\Users\HP\Documents\repos\mlops-weights-&-biases\wandb\settings
2026-01-01 10:45:39,648 INFO    MainThread:17696 [wandb_setup.py:_flush():80] Loading settings from environment variables
2026-01-01 10:45:39,648 INFO    MainThread:17696 [wandb_init.py:setup_run_log_directory():714] Logging user logs to C:\Users\HP\Documents\repos\mlops-weights-&-biases\wandb\run-20260101_104539-exo9kwel\logs\debug.log
2026-01-01 10:45:39,648 INFO    MainThread:17696 [wandb_init.py:setup_run_log_directory():715] Logging internal logs to C:\Users\HP\Documents\repos\mlops-weights-&-biases\wandb\run-20260101_104539-exo9kwel\logs\debug-internal.log
2026-01-01 10:45:39,648 INFO    MainThread:17696 [wandb_init.py:init():841] calling init triggers
2026-01-01 10:45:39,648 INFO    MainThread:17696 [wandb_init.py:init():846] wandb.init called with sweep_config: {}
config: {'epochs': 1, 'batch_size': 128, 'learning_rate': 0.005, 'classes': 10, 'kernels': [16, 32], 'architecture': 'CNN', 'dataset_artifact': 'mnist-sqlite-data:latest', 'dataset': 'MNIST', 'model_path': 'model/mnist.onnx', '_wandb': {}}
2026-01-01 10:45:39,648 INFO    MainThread:17696 [wandb_init.py:init():889] starting backend
2026-01-01 10:45:41,910 INFO    MainThread:17696 [wandb_init.py:init():892] sending inform_init request
2026-01-01 10:45:41,962 INFO    MainThread:17696 [wandb_init.py:init():900] backend started and connected
2026-01-01 10:45:41,981 INFO    MainThread:17696 [wandb_init.py:init():970] updated telemetry
2026-01-01 10:45:42,018 INFO    MainThread:17696 [wandb_init.py:init():994] communicating run to backend with 90.0 second timeout
2026-01-01 10:45:44,655 INFO    MainThread:17696 [wandb_init.py:init():1041] starting run threads in backend
2026-01-01 10:45:44,743 INFO    MainThread:17696 [wandb_run.py:_console_start():2521] atexit reg
2026-01-01 10:45:44,743 INFO    MainThread:17696 [wandb_run.py:_redirect():2369] redirect: wrap_raw
2026-01-01 10:45:44,743 INFO    MainThread:17696 [wandb_run.py:_redirect():2438] Wrapping output streams.
2026-01-01 10:45:44,743 INFO    MainThread:17696 [wandb_run.py:_redirect():2461] Redirects installed.
2026-01-01 10:45:44,747 INFO    MainThread:17696 [wandb_init.py:init():1081] run started, returning control to user process
2026-01-01 10:45:50,356 INFO    MainThread:17696 [wandb_watch.py:_watch():68] Watching
2026-01-01 10:46:52,754 INFO    MainThread:17696 [wandb_run.py:_finish():2287] finishing run kokrhui-ong-tng-digital/pytorch-sqlite-ops/exo9kwel
2026-01-01 10:46:52,754 INFO    MainThread:17696 [wandb_run.py:_atexit_cleanup():2486] got exitcode: 0
2026-01-01 10:46:52,755 INFO    MainThread:17696 [wandb_run.py:_restore():2468] restore
2026-01-01 10:46:52,755 INFO    MainThread:17696 [wandb_run.py:_restore():2474] restore done
2026-01-01 10:46:54,564 INFO    MainThread:17696 [wandb_run.py:_footer_sync_info():3862] logging synced files
