2026-01-02 09:23:01,754 INFO    MainThread:26024 [wandb_setup.py:_flush():80] Current SDK version is 0.23.1
2026-01-02 09:23:01,755 INFO    MainThread:26024 [wandb_setup.py:_flush():80] Configure stats pid to 26024
2026-01-02 09:23:01,755 INFO    MainThread:26024 [wandb_setup.py:_flush():80] Loading settings from C:\Users\HP\.config\wandb\settings
2026-01-02 09:23:01,755 INFO    MainThread:26024 [wandb_setup.py:_flush():80] Loading settings from C:\Users\HP\Documents\repos\mlops-weights-&-biases\wandb\settings
2026-01-02 09:23:01,755 INFO    MainThread:26024 [wandb_setup.py:_flush():80] Loading settings from environment variables
2026-01-02 09:23:01,755 INFO    MainThread:26024 [wandb_init.py:setup_run_log_directory():714] Logging user logs to C:\Users\HP\Documents\repos\mlops-weights-&-biases\wandb\run-20260102_092301-cakexf60\logs\debug.log
2026-01-02 09:23:01,755 INFO    MainThread:26024 [wandb_init.py:setup_run_log_directory():715] Logging internal logs to C:\Users\HP\Documents\repos\mlops-weights-&-biases\wandb\run-20260102_092301-cakexf60\logs\debug-internal.log
2026-01-02 09:23:01,755 INFO    MainThread:26024 [wandb_init.py:init():841] calling init triggers
2026-01-02 09:23:01,755 INFO    MainThread:26024 [wandb_init.py:init():846] wandb.init called with sweep_config: {}
config: {'epochs': 5, 'batch_size': 128, 'learning_rate': 0.005, 'classes': 10, 'kernels': [16, 32], 'architecture': 'CNN', 'dataset_artifact': 'mnist-sqlite-data:latest', 'dataset': 'MNIST', 'model_path': 'model/mnist.onnx', '_wandb': {}}
2026-01-02 09:23:01,755 INFO    MainThread:26024 [wandb_init.py:init():889] starting backend
2026-01-02 09:23:04,024 INFO    MainThread:26024 [wandb_init.py:init():892] sending inform_init request
2026-01-02 09:23:04,062 INFO    MainThread:26024 [wandb_init.py:init():900] backend started and connected
2026-01-02 09:23:04,078 INFO    MainThread:26024 [wandb_init.py:init():970] updated telemetry
2026-01-02 09:23:04,113 INFO    MainThread:26024 [wandb_init.py:init():994] communicating run to backend with 90.0 second timeout
2026-01-02 09:23:07,120 INFO    MainThread:26024 [wandb_init.py:init():1041] starting run threads in backend
2026-01-02 09:23:07,208 INFO    MainThread:26024 [wandb_run.py:_console_start():2521] atexit reg
2026-01-02 09:23:07,208 INFO    MainThread:26024 [wandb_run.py:_redirect():2369] redirect: wrap_raw
2026-01-02 09:23:07,208 INFO    MainThread:26024 [wandb_run.py:_redirect():2438] Wrapping output streams.
2026-01-02 09:23:07,208 INFO    MainThread:26024 [wandb_run.py:_redirect():2461] Redirects installed.
2026-01-02 09:23:07,211 INFO    MainThread:26024 [wandb_init.py:init():1081] run started, returning control to user process
2026-01-02 09:23:13,896 INFO    MainThread:26024 [wandb_watch.py:_watch():68] Watching
2026-01-02 09:30:59,280 INFO    MainThread:26024 [wandb_run.py:_finish():2287] finishing run kokrhui-ong-tng-digital/pytorch-sqlite-ops/cakexf60
2026-01-02 09:30:59,280 INFO    MainThread:26024 [wandb_run.py:_atexit_cleanup():2486] got exitcode: 0
2026-01-02 09:30:59,281 INFO    MainThread:26024 [wandb_run.py:_restore():2468] restore
2026-01-02 09:30:59,281 INFO    MainThread:26024 [wandb_run.py:_restore():2474] restore done
2026-01-02 09:31:03,816 INFO    MainThread:26024 [wandb_run.py:_footer_sync_info():3862] logging synced files
